review_id,actual_stars,sentiment_stars,sentiment_explanation,human_stars,human_explanation,product_stars,product_explanation
TbYplh9exegRgGUS55VBfQ,5,5.0,Extremely positive sentiment: calls it the best barber shop ever with top-notch detail.,5.0,Extremely positive praise with superlatives and strong contrast to past negative experiences → 5 stars.,5,High Service and Ambiance scores; overall_score >=0.80; explicit superlative 'best barber shop' enforces 5 stars.
gVf9VqVVK7BM5HNTcDbakg,4,5.0,"Strong positive sentiment: great value, low gas prices, and senior discount.",5.0,"Decent car wash, non-pushy service, cheaper gas, and senior discount → all positives with no negatives.",4,"Positive Service (S=1.0) and Price (P=1.0). No Food/Ambiance axes. Overall score 0.90 maps to 5, but limited scope (car wash only) reduces to 4."
37OUFjqDHZpGgqZAHgy4bA,4,5.0,"Strong positive sentiment: nostalgic praise of authentic, fresh food.",5.0,Strong positive comparison to iconic food destination with no negatives → 5 stars.,5,"High positive sentiment on Food (fresh, authentic) and Ambiance (nostalgic). No negatives. Overall score >= 0.80 → 5 stars."
EGuENavQY3Lz5XMR2kaZSg,3,5.0,"Strong positive sentiment: praise for unique products, good price, and helpful recommendation.",4.0,"Positive tone, found specific item at good price, recommendation → 4 stars.",4,Positive on P (good price) and A (design/decorating experience). No F or S mentioned. Overall_score 0.64 → 4 stars.
yOzUD3HgusvV_oi6su066w,4,5.0,"Strong positive sentiment: enthusiastic praise of wine, food, and cozy atmosphere.",5.0,"Enthusiastic praise for wine, food, and cozy ambiance with no negatives → 5 stars.",5,"High F (great, so good) and A (cozy) scores; overall_score 0.85 → 5 stars."
oGU0nYP_wzyffWt7HsZ68g,3,2.0,"Negative sentiment dominates due to weak potatoes and slow service, despite decent omelet.",3.0,Average food with bland potatoes and slow service; positives like patio don't outweigh the negatives.,2,"Food (F=0.3): decent omelet, weak potatoes. Service (S=0.3): slow. Ambiance (A=0.6): nice patio. Overall 0.37 → 2 stars. No overrides."
iSxZ2wCLeh738TfpVVz5Xw,3,2.0,"Negative sentiment: implies it's just a basic chain, lacking quality or uniqueness.",2.0,"Dismissive comparison to chain restaurant implies disappointment with quality and value → negative sentiment, likely 2 stars.",2,"Negative F (glorified implies low quality), neutral S/P/A/C. Overall score ~0.50 → 3 stars, but negative F sentiment reduces to 2."
lOvdXM6zXyzxpMxptY4PYw,5,5.0,"Overwhelmingly positive review praising food, service, ambiance, and overall experience.",5.0,"Enthusiastic praise for food, service, ambiance, and cleanliness with no negatives. Clear intent to return indicates top rating.",5,"High F (tasty, cooked right), S (friendly, attentive), A (welcoming, lively), C (clean restroom). Overall_score >=0.80, no overrides → 5 stars."
_37x0HOMHnlKUdhkrrCcTw,4,5.0,"Strong positive sentiment: praise for coffee, decor, and especially the very nice staff.",5.0,"Praise for coffee, ambiance, and especially very nice staff with no negatives → 5 stars.",5,High Service (S=1.0) and Ambiance (A=1.0); Food quality positive (F=0.8). Overall score 0.86 → 5 stars.
_UeF6NX6eBLdV4gGKDmzYQ,5,5.0,"Extremely positive sentiment: enthusiastic praise for food, value, and authenticity.",5.0,"Extremely positive review with praise for food, value, and authenticity. No negatives mentioned.",5,"High F (amazing, delicious), S (recommend), P (good price). Overall score >= 0.80. No overrides."
gwbYi4ykkOKh3CKJXIbtcA,4,4.0,"Overwhelmingly positive sentiment about rooms and amenities, with a minor complaint about the pool.",4.0,"Excellent rooms, amenities, and family-friendly features, but the small pool prevents a perfect 5-star rating.",4,"High F, S, A scores (perfect, huge rooms, amenities). Pool complaint lowers A slightly. Overall_score ~0.78. No overrides."
lDEHoRGTujPGZ0gSQ8uP-w,4,5.0,"Strong positive sentiment: consistent praise for cleanliness, stock, and short wait times.",5.0,"Consistently positive on cleanliness, stock, and short wait times with no negatives → 5 stars.",5,"High scores for cleanliness (C=1.0), service (S=1.0), and food quality (F=1.0). Overall score 0.95 ≥ 0.80 → 5 stars."
IktgaHr6D1QppoYCvnxQtw,4,4.0,"Positive sentiment prevails despite one bad dish; great main course, service, and views.",4.0,"Excellent main course and service recovery for a bad dish, plus great ambiance and location, outweighing the negative gyro.",4,"Food mixed (0.5): great Corfu, dry/burnt Gyro. Service good (1.0): resolved issue. Ambiance positive (1.0). Overall 0.79 → 4 stars."
yj_yJ_x0qvFhotz891qh_Q,2,2.0,Positive comments on taste are heavily outweighed by complaints about extreme overpricing.,2.0,Severe price complaint ($6 scoop) and negative value judgment outweigh tasty ice cream → strong downgrade to 2 stars.,2,"High F (tasty, great selection), low P (overpriced, 'fool parting'). Weighted score ~0.46 maps to 3 stars. Override: price-only focus with 'expensive' reweights P to 0.40 → score ~0.38 → 2 stars."
mGVU-oYnheibMlBjYOyhvA,4,4.0,"Positive sentiment with praise for food and atmosphere, though music was too loud.",,,4,"Strong A and F (creative, tasty dishes). S acceptable (acceptable, checked on guests). P neutral. Override: loud music reduces to 4."
hfJl7JpIuq_8m8nQhHiSqg,5,5.0,"Extremely positive sentiment: enthusiastic praise for the venue, owner, and music scene.",5.0,"Enthusiastic praise for venue, booking, and atmosphere with no negatives mentioned. Strong positive sentiment.",5,"High A (beautiful venue, best place to see bands) and F (music focus). S neutral. Overall_score ~0.85. No overrides."
hYGWhzZtfwR8Ygt0l-2iNg,4,5.0,"Strong positive sentiment: enthusiastic praise of food, atmosphere, and smoothies.",5.0,"Enthusiastic praise for food, drinks, ambiance, and live artist with no negatives → 5 stars.",5,"High F (great food, amazing smoothies) and A (live music, artist). Service and Price neutral. Overall_score 0.85 → 5 stars. No overrides."
BcLe4aGMam8nwLIZj2DTzg,4,4.0,"The reviewer enjoyed most dishes with enthusiastic praise, despite minor texture issues and a companion's differing opinion.",4.0,"Reviewer enjoyed most dishes and plans return visit, despite mother's dislike of food. Positive personal experience dominates.",4,"Food quality high (positive on ravioli/lamb, mixed on escargots). Service and price not mentioned. Overall_score ~0.64 → 4 stars."
lztAHL-LKCXF-M4PxmmvPg,2,2.0,"Strong negative sentiment about rude service outweighs good food, resulting in a 2-star rating.",2.0,"Severe, repeated rude service with long waits and ignored customer; positive food is heavily outweighed by service issues.",2,Service (S) is 0.0 due to severe rudeness and 15-minute wait; Food (F) is 0.7 (good but not enough to offset). Overall_score 0.38 maps to 2 stars. No overrides triggered.
52CzJDb4EakSjEQOUys77Q,3,4.0,"Strong positive sentiment about staff and anime selection, but negative about lack of DnD books.",,,4,"High Service (S=1.0) and Ambiance (A=1.0). Bootleg quality lowers Food/Value (F=0.2, P=0.3). Weighted score 0.61 → 4 stars. No severe overrides."
lqTl1i4uq09N2SajtR6nOQ,1,1.0,"Extremely negative sentiment with scathing insults and complaints about service, food, and wine.",1.0,"Severe negatives: slow service, mediocre food, insulting comparisons. No redeeming qualities → lowest rating.",1,"Low F (0.1), S (0.1), A (0.2); overall_score 0.155 → 1 star. No severe keywords or time complaints."
DiXdI0QMSl-gFubWu2BGCw,2,2.0,"Negative sentiment: good food is overshadowed by hidden fees and poor communication, warranting 2 stars.",2.0,Good food but hidden delivery charge and lack of explanation caused anger; reviewer says likely last order → severe negative.,2,"F=0.6, S=0.1, P=0.1, A=0.5, C=0.5. Overall 0.395 → 2 stars. Service complaint (unexplained charges) and poor value reduce score."
SqxwrURoVC6fbodSIIw3BQ,5,5.0,"Strong positive sentiment: enthusiastic praise for food, service, and overall experience.",5.0,"Enthusiastic praise for food, service, and ambiance with no negatives → high rating.",5,High F (0.9) and S (0.8) scores; overall_score 0.865 → 5 stars. No overrides.
BUYweJ7ca-HZRv95Ged5iw,5,5.0,"Extremely positive sentiment: enthusiastic praise for food, chef, and service warrants a 5-star rating.",5.0,"Enthusiastic praise for food, chef, ambiance, and service with no negatives → 5 stars.",5,"High F (wowed, damn that was good), S (very good), A (great space). Overall_score >= 0.80. No overrides."
NsS1BXKprxXiiRcfe0tBmw,4,5.0,Strong positive sentiment: enthusiastic praise for signature dishes and overall experience outweighs minor complaints.,4.0,Strong praise for food and dishes with minor complaint about butter and lack of ranch → 4 stars.,5,"High F (excellent food, specific praise), positive A (ambiance implied). Overall_score ~0.85. No overrides triggered."
H9DS1n3CFbaScptBseCuBA,4,5.0,"Overwhelmingly positive sentiment with strong praise for food, coffee, and decor.",5.0,"Multiple strong positive statements on food, coffee, and decor with no negatives → 5 stars.",5,High Food (F) and Ambiance (A) scores; overall_score >=0.80 → 5 stars.
dz1HrU8KNaPb4BfCDO3BLg,4,5.0,Strong positive sentiment: enthusiastic praise for unique supplies and excellent service.,5.0,"Enthusiastic praise for unique supplies, convenient online ordering, and appealing classes → strong positive sentiment.",5,High A (ambiance/experience) due to positive class/technique mentions; no negative axes. Overall_score >= 0.80 → 5 stars.
RaWAU0yBTffXrOzPRAEnWg,3,4.0,"Mostly positive sentiment with praise for food and value, despite minor complaints about portions and service.",4.0,Strong positives on food and portions outweigh minor hummus complaint and mixed service → 4 stars.,4,"Strong F (delicious gyro, good falafel), mixed S (friendly vs unfriendly), mixed P (good value vs small hummus). Overall 0.64 → 4 stars. No overrides."
ZRlXng9pn0I3s0MizBF_tg,5,5.0,"Strong positive sentiment: enthusiastic praise of food, value, and experience.",5.0,"Enthusiastic praise for food, value, and experience with no negatives → 5 stars.",5,"High F (favorites listed), S (great for all), P (steal), A (fun). Overall 0.95. No overrides."
NTyaLCYWUdBRmj0zm6MMgA,4,5.0,"Strong positive sentiment: enthusiastic praise for authentic pizza, friendly staff, and convenient location.",5.0,"Strong praise for authentic pizza, friendly staff, and convenient location with no negatives mentioned.",5,High Food (0.9) and Service (0.9) scores; overall_score 0.865 → 5 stars. No overrides.
hToXrZeYpH9xUvflGywJaA,3,3.0,Mixed sentiment with neutral overall tone; layout and DJs are okay but drinks and crowd are 'Meh'.,3.0,"Mixed review with negative Meh food/crowd but positive layout/bouncers. Ends with potential for improvement, not current satisfaction.",3,"Ambiance positive (layout, rooftop, dancing), Service positive (bouncers nice), Food/Drink neutral/meh, Price not mentioned. Overall score ~0.53 → 3 stars. No overrides."
0lAz-mLMpE9wb-SLK4f0sw,1,2.0,"The review is overwhelmingly negative about food and service, with only minor positive notes.",2.0,"Severe negatives: food tasted like ashtray, 30-minute wait, ignored service. Owner friendliness cannot offset strong dislike.",2,Low F (0.1) and S (0.1) scores; P negative. Override: 'waited 30 minutes' reduces star by 1.
JlYyxi5NDlX911vCt5iojw,5,5.0,Extremely enthusiastic tone with repeated praise for drinks and service indicates strong positive sentiment.,5.0,Enthusiastic praise for drinks and consistently friendly service with no negatives → 5 stars.,5,"High F and S scores (0.9, 1.0); overall_score 0.865 → 5 stars. No overrides."
3-lKMNbXFrfLf82zfbXJLA,3,5.0,"Strong positive sentiment: delicious food, huge portions, and cheap prices outweigh a minor suggestion.",4.0,"Delicious food, huge portions, cheap prices, and fast service. Minor suggestion for veggies but overall very positive.",5,"High F (delicious, hard to stop eating), S (fast), P (super cheap), A (curious/engaging). Overall 0.88. No overrides."
pWn9Fof6PFZWIAdxEFNudA,1,1.0,Strong negative sentiment: multiple complaints about service and food justify 1 star.,1.0,"Multiple severe negatives: long wait, incompetent staff, grumpy hosts, and crappy food. Never returning → strong 1-star.",1,"Low F and S scores (crappy food, long wait, poor staff). Overall_score 0.15 → 1 star."
lS8yhfnUiR_kiaW_ZPoY3w,5,5.0,"Extremely positive sentiment: enthusiastic praise for sushi, freshness, and staff.",5.0,"Exceptional praise for food, freshness, and service with no negatives → 5 stars.",5,"High scores across F, S, C, A; overall_score >=0.80; explicit superlative 'best around' confirms 5 stars."
A1F5KxzbzTwLKsocnPPQWA,4,4.0,"Strong positive sentiment with praise for staff and atmosphere, despite minor complaint about spice.",4.0,"Great sushi, excellent staff, and fun atmosphere, but lacked spice. Strong positives outweigh minor food issue.",4,"High F (great sushi, minor spice issue), S (excellent staff), A (great music/fun). Overall_score 0.765 → 4 stars. No overrides."
IkB8WQbZH5G8Jsk2UCjchg,4,4.0,"Positive sentiment: pleased with cleanliness and service, though comparative rating keeps it at 4 stars.",4.0,"Pleased with cleanliness and speedy service, happy with space. 4 stars relative to other locations.",4,"High F (specific praise), S (speedy), A (happy, extra room). Overall 0.73. No overrides."
YOxdPCAFcIQeeKgCNUcshA,4,5.0,"Strong positive sentiment: enthusiastic praise of venue, prices, and crowd levels.",5.0,"All aspects praised (show, prices, crowd) with no negatives → 5 stars.",5,Positive ambiance and price; no negatives. Overall score 0.80+ → 5 stars.
CgI-GEs5nh7l76XznJC3Ig,4,4.0,"Positive sentiment: praises fresh food and drinks, dismissing minor service flaws for a 4-star rating.",4.0,"Strong praise for food, drinks, and freshness outweighs minor service complaints → 4 stars.",5,"High F (fresh, quality, delicious) and A (fun drinks, chill vibe) scores drive overall_score 0.80. Service mixed but acceptable; no overrides triggered."
O67YJygNyzYQGUqATIG_ew,4,3.0,Mixed sentiment: positive remarks on cleanliness and options are offset by complaints about distance and security.,3.0,"Positive remarks on cleanliness and options, but severely negative long walk and security issues create a mixed, neutral experience.",3,Cleanliness (C=1.0) and Ambiance (A=0.8) positive; Service (S=0.2) negative due to long walk and security issues. Overall 3.25 → 3 stars.
A-drtNIHmzknlD825OhCdQ,4,5.0,"Enthusiastic praise for cupcakes, staff, and overall experience, with only minor complaints about drinks.",5.0,Cupcakes were described as perfect and worth every cent; minor drink complaint is heavily outweighed by rave food review.,5,"High F (perfect, yummy, worth it) and S (super helpful) scores; overall_score 0.86; no overrides."
EqW0Vvu8B8LaIXJQduQeSw,5,5.0,Strong positive sentiment: high praise for the theater's unique offerings and Dan Harkins' commitment.,5.0,"Highly positive review praising unique film selection, management's commitment, and overall value with no negatives mentioned.",5,"High A (unique experience, commitment), positive S (credit to Dan), overall_score 0.85 → 5 stars."
julrXc7fBvyCa0Z8xJKkRg,4,5.0,"Strong positive sentiment: enthusiastic praise of food, atmosphere, and value justifies a 5-star rating.",5.0,"Outstanding food quality, fresh preparations, and great ambiance. Wait time was short and justified. Highly impressed overall.",5,"High F (outstanding food), S (positive wait framing), A (fun ambiance). Overall 0.86. No overrides."
lMUkpUjdv5xoEQ4Sr6DN5Q,3,3.0,Mixed sentiment: negative comments on pancakes and drunk patrons balanced by praise for service and fun night.,3.0,"Mixed review with good service and fun night, but negative food items and drunk patrons → balanced 3 stars.",3,"Service mixed (good depending on server), Food mixed (bad pancakes, okay chicken). Ambiance negative (drunk people). Overall neutral. No overrides triggered."
-hqEQUxefQSjHMcMpqIHHg,4,4.0,"Positive sentiment with minor complaints about music, but overall great experience and desire to return.",4.0,"Great beer, yummy crab cakes, and cozy vibe, but music was not that good → 4 stars.",4,High F (crab cakes) and A (cozy) scores; S neutral (music complaint). Overall 0.68. No overrides.
raaH2O1gL1H712CjHv_lwQ,3,4.0,"Positive sentiment with minor complaints about AC and TV, overall favorable.",4.0,"Staff is super nice and no wait, but AC is too low and limited ESPN → mostly positive with minor complaints.",4,High Service (S=1.0) and Ambiance (A=0.8) scores drive rating; overall_score 0.68 maps to 4 stars; no overrides triggered.
j4dTZw7rtCNqsqCS61wvsg,4,5.0,"Overwhelmingly positive sentiment with enthusiastic praise for food, value, and atmosphere.",5.0,"Strong praise for food, value, and atmosphere with no negatives. Enthusiastic tone and specific favorites indicate a top experience.",5,"High F (great food, tasty dish), S (service), P (good value), A (atmosphere). Overall score >=0.80. No overrides."
w7bdwvf-KpTxIHUaWhlw3A,5,5.0,Strong positive sentiment: enthusiastic praise for the groomer and happy pet results.,5.0,"Overwhelmingly positive with enthusiastic praise and intent to return; initial anxiety is resolved, no negatives.",5,High positive sentiment on service (S=1.0) and ambiance/experience (A=1.0); overall_score 0.85 → 5 stars.
MZuTe1I1u1tpb_RlGUHFng,5,5.0,"Overwhelmingly positive sentiment with enthusiastic praise for food, service, and decor, promising a return visit.",5.0,"Rave review on food, drinks, and exceptional service. Minor butter issue is negligible. Clear intent to return.",5,"High F (great food, minor butter note), S (excellent), A (gorgeous decor), P (implied value). Overall 0.91. No overrides."
Y8GAudCnbK-05qkFzLsv0Q,4,4.0,"Mostly positive sentiment with good food and great brunch, despite uninterested service.",4.0,"Positive food (good dinner, great brunch) but uninterested service → slight downgrade to 4 stars.",4,"Food quality is positive (good dinner, great brunch). Service is negative (uninterested). Overall score 0.64 maps to 4 stars. No overrides triggered."
X-P53WWo1I2CClf9oMqWEw,3,5.0,"Strong positive sentiment: enthusiastic praise for the courses, views, and food.",4.0,Positive review of golf courses and food with only minor caveats. No severe negatives present.,4,Food (F=0.8) and Ambiance (A=1.0) are strong; Service (S=0.5) neutral; overall_score=0.795 → 4 stars.
ptaV9AQw_78TlKIohuwe1w,4,4.0,"Overwhelmingly positive sentiment about food and experience, with minor complaints about lighting and butter.",4.0,"Food is praised as delicious and authentic, but reviewer docked a star for bright lights and subpar accompaniments.",4,Food quality (F) is high (0.95). Service neutral (0.50). Ambiance (A) and Price (P) slightly negative (0.40). Overall score 0.72 maps to 4 stars. No overrides triggered.
YKXgZI-ghJBCbJPhs0kZmA,4,5.0,"Strong positive sentiment: enthusiastic praise of design, service, and food, with intent to return.",5.0,"Excellent design, friendly service, and tasty items with only minor re-opening kinks mentioned positively.",5,"High F (tasty), S (friendly), A (fantastic design) scores; overall_score 0.90 → 5 stars."
xCEvHEszA3-CmFqtHacVQg,1,2.0,Negative sentiment: high prices and distracting atmosphere outweigh minor positives.,2.0,"Severe price complaints and distracting animatronics outweigh okay food and cocktails, with explicit 'don't love it' → strong downgrade.",2,"F=0.3 (so-so food), S=0.5 (neutral), P=0.0 (outrageous prices), A=0.3 (distraction), C=0.5 (neutral). Overall 0.325 → 2 stars. No severe overrides."
Fx5ZAY_yC-hqcQH0zH1RiA,5,5.0,"Extremely enthusiastic review praising food, consistency, specials, and drinks with no negatives.",5.0,"Consistent food, great deals, and strong service signals with no negatives → 5 stars.",5,"High F (consistent, fresh, flavorful), S (friendly implied), A (fun atmosphere). Great value (lunch specials, kids free). Overall_score >= 0.80 → 5 stars."
j7GSeG7W4Dl-sdzJbjBUXA,4,4.0,"Positive sentiment: good beer, service, and atmosphere outweigh average food, leading to 4 stars.",4.0,"Strong service, great beer, and good atmosphere outweigh the food not living up to hype. Explicit 4/5 rating confirms.",4,"F=0.7, S=0.9, P=0.8, A=1.0. Overall 0.81 maps to 5; override: review expectation gap and 4/5 rating reduce to 4."
2VTwjhOX3UUvgOGbxe4xfA,4,5.0,Strong positive sentiment: enthusiastic praise of food and overall experience.,5.0,Strong praise for food and overall experience with only minor wine caveat → 5 stars.,5,High Food (delicious ravioli/soup) and Ambiance (mom's favorite). Overall score 0.85 → 5 stars. No overrides.
OzOK548AuHvx7lh_WhMBvA,3,3.0,"Mixed sentiment: OK food and decor, but overhyped and pricey, leading to a neutral rating.",3.0,"Food is OK and ambiance is clean, but reviewer says there are better options for the price and is confused by hype → mixed, neutral rating.",3,"Food OK (F=0.5), Service neutral (S=0.5), Price negative (P=0.2), Ambiance positive (A=0.8), Cleanliness positive (C=0.8). Overall 0.51 → 3 stars. No overrides."
XEIc9OjhrtDvKTMj0E0Giw,5,5.0,"Extremely positive sentiment with enthusiastic praise for food, drinks, and service.",5.0,"Enthusiastic praise for food, drinks, and service with no negatives → 5 stars.",5,"High F and S scores (delicious, great service); overall_score >=0.80 → 5 stars."
clOq6ZQZ86cEVB8NehwEFA,5,5.0,"Strong positive sentiment: enthusiastic praise for service, flavorful food, and specific recommendations.",5.0,Excellent service and flavorful food with generous portions → strong positive review.,5,"High F (excellent, flavorful) and S (wonderful) scores; overall_score >=0.80 → 5 stars."
X6DYb34KHjiLdwGy4r74RA,4,4.0,"Positive sentiment: reviewer enjoys the coffee and cozy vibe, despite minor price complaints.",4.0,"Positive sentiment toward coffee, ambiance, and neighborhood feel, despite noting prices are a bit high.",4,"High A (cozy, historic, nice place), moderate F (good coffee), P slightly negative (pricey). Overall_score ~0.68. No overrides."
2aKJbAw_cjl8WKhSyh5MqA,4,5.0,"Overwhelmingly positive sentiment with enthusiastic praise for food, service, and value, despite one minor dislike.",5.0,"Enthusiastic praise for food, service, and price. Minor dislike of one dish is overshadowed by overall excitement.",5,"High F (delicious, loved dishes) and S (quick) scores; overall_score 0.86; P (cheap) positive; override: explicit five-star superlative language."
KUvoaiERjw4fqnDuSMzo4w,3,3.0,The review is mixed: positive food and service comments are explicitly balanced by a 3-star rating.,3.0,"Positive food and service, but explicit 3-star rating indicates a mismatch between experience and expectations.",4,"High F (perfect, best, very good) and S (great, attentive, manager) scores. Overall 0.85 maps to 5, but user's explicit 3-star rating is a strong override signal, adjusted to 4."
g1Mp7ozhu4HwZDYanxUZCQ,4,5.0,Strong positive sentiment: enthusiastic praise of authentic NY-style pizza and high recommendation.,5.0,"Enthusiastic praise for crust, cheese, and toppings from a self-described pizza snob; compares favorably to NY pizza → 5 stars.",5,High F (0.95) and A (0.90) scores drive overall_score 0.88. No overrides. 5 stars.
__esH_kgJZeS8k3i6HaG7Q,5,5.0,"Enthusiastic praise for unique plants and wildlife, calling it a great introduction and never growing old.",5.0,"Exceptional praise for unique cacti, wildlife, and lasting appeal. No negatives mentioned, clear 5-star experience.",5,"High A (ambiance/experience) score (0.95) dominates; F/S/P/C neutral/positive. Overall 0.48 → 3 stars, but superlative language ('never grows old', 'great') with no negatives enforces 5."
Y7clMC7cgKDpH1tHY3mgLA,5,5.0,"Overwhelmingly positive sentiment with enthusiastic praise for beer, food, and atmosphere.",5.0,"Enthusiastic praise for beer, food, and atmosphere with no negatives. Strong recommendation indicates 5 stars.",5,"High F (raved carne adovada, awesome fries), S (implied positive), A (great atmosphere). Overall_score 0.85. No overrides."
ZMHfSBf4lLJCsGxQY8RYlQ,4,4.0,Positive sentiment: one dish was really good and prices were reasonable.,4.0,Mixed food with one standout dish and reasonable prices outweighs average items → 4 stars.,4,"Food quality mixed (3/5 items positive), Service neutral, Price positive. Overall_score ~0.72. No overrides."
byzY0lh3-U78C9TimskISg,2,2.0,"The review is negative overall due to awful service and overpriced food, despite praise for the nachos.",2.0,"Severe service issues (rushed, interrupting) and overpriced food outweigh great nachos, leading to strong dissatisfaction.",2,"Food: 0.6 (Nachos great, regular dishes OK). Service: 0.1 (Aggressive clearing, slow refills). Price: 0.3 (Overpriced). Ambiance: 0.2 (Dead). Overall: 0.395 → 2 stars. Service wait <30m, no severe safety issues."
bhokMtCUqSO8ey-IF8ufPQ,5,5.0,"Overwhelmingly positive sentiment: enthusiastic praise for the performance, acting, and music justifies 5 stars.",5.0,"Enthusiastic praise for performance, acting, and music. Price concern acknowledged but dismissed as worth the investment.",5,"High A and F scores (great performance, acting); P neutral but overridden to positive due to value justification; overall_score 0.80+ → 5 stars."
pgCLr4exBMu_iBFFNiwT5A,4,5.0,"Enthusiastic praise for the atmosphere, food sampler, and Cuban cuisine with humorous political flair.",5.0,"Enthusiastic praise for food, ambiance, and unique experience with no negatives → 5 stars.",5,High Food (0.9) and Ambiance (0.8) scores drive overall 0.86. No overrides; strong positive sentiment.
S9OVpXat8k5YwWCn6FAgXg,1,1.0,"Strong negative sentiment: disgusting, bad food, and fake reviews justify 1 star.",1.0,"Severe negatives: disgusting, bad food, no flavor, fake reviews. Outdated interior adds to poor experience → 1 star.",1,Strong negatives in Food (0.1) and Ambiance (0.1); Service/Price not mentioned. Overall score 0.05 → 1 star.
_vfM-lPC-QPxE-S-QsdSng,2,2.0,Mixed review with positive service but strong complaints about high cost and pretension.,3.0,"Good service and decent food, but severe price complaint and pretentiousness downgrade to 3 stars.",2,"Food decent (0.6), Service good (0.7), Ambiance negative (0.3). High price complaint triggers P weight shift; overall_score ~0.56 maps to 3 stars, but severe value complaint overrides to 2."
Ic-t_oLRMEEpmo0MfIvOwA,3,3.0,Mixed sentiment: praise for happy hour and service is balanced by loud music and small portions.,3.0,"Mixed review with positives (atmosphere, service, happy hour) and negatives (music, portions, price sensitivity) → neutral 3 stars.",4,Strong Service (S=1.0) and Ambiance (A=1.0). Food quality mixed (F=0.5). Price positive due to happy hour (P=0.8). Overall score 0.79 → 4 stars.
hre97jjSwon4bn1muHKOJg,4,5.0,"Strong positive sentiment: enthusiastic praise for food, drinks, and healthy options.",5.0,"Consistently positive on food, drinks, and menu variety with no negatives → high praise warrants 5 stars.",5,"High F (outstanding pizza, healthy menu) and S (reliable) scores; overall_score >=0.80 → 5 stars."
3vCkW5w6WrRms9Lon8jzHg,2,2.0,"Negative sentiment: dangerous location and car trouble overshadow the helpful teens, justifying 2 stars.",2.0,"Severe negative: car broke down, no help from other customers, stranded at night. Only random teens helped, not staff.",1,"Service failure (car breakdown, no help from station/other patrons) and safety concerns; overall_score low, override to 1 star."
y727z5s7ziROvku6F_rrIg,1,1.0,Strong negative sentiment: awful service and poor experience justify 1 star.,2.0,Severe service issues with long waits and rude server; food just okay → strong downgrade to 2 stars.,2,Service (S=0.1) heavily penalized for long wait; Food (F=0.5) neutral; overall_score 0.28 maps to 2 stars; no severe-negative overrides.
OuY0JQ1vSp5-SCVipZgl7A,4,5.0,Strong positive sentiment: enthusiastic praise of pizza quality and family satisfaction.,5.0,Strong praise for taste and family satisfaction with no negatives → 5 stars.,5,High Food quality (delicious) and Service (everyone happy). Overall score >= 0.80. No overrides.
uwGWwL5FLlNZUdokJlVbYQ,4,5.0,Overwhelmingly positive sentiment with enthusiastic checklist format and explicit high rating.,4.0,"All aspects praised with no negatives, reviewer explicitly rounds to 4 stars.",5,"High F (awesome, award-winning), S (implied positive), A (good vibe, live music). Overall_score ~0.85. User rating 4.25 is positive context."
xbXkOaXLbwFsCMgsH6T9Tg,5,5.0,"Extremely positive sentiment: rave reviews of food, ambiance, and overall experience warrant 5 stars.",5.0,"Exceptional food, ambiance, and overall experience described as trip highlight. No negatives mentioned.",5,"High F (delicious, unique), S (implied), A (amazing, twinkly lights) scores; overall_score >=0.80; no overrides → 5 stars."
mvJEGVvZMqiQYRIHAWgKkg,4,5.0,Strong positive sentiment: enthusiastic praise of freshness makes it the top choice.,5.0,"Strong, unqualified praise for core food quality (freshness) with no negatives → 5 stars.",5,High Food quality (fresh meat/bread) and strong positive sentiment. Overall score >= 0.80 → 5 stars.
a8RmP9xeCGIlfFFI2uGiSA,4,4.0,"Positive sentiment: consistent enjoyment of menu items, though spice levels are only good, not great.",4.0,Consistently positive experiences with good food variety and acceptable spice levels → 4 stars.,4,High Food (0.9) and Ambiance (0.8) scores; overall_score 0.795 → 4 stars.
fnzmOhh79nb1qaRocnJ7Jw,4,4.0,"Strong positive sentiment with minor room design complaints, justifying a 4-star rating.",4.0,"Strong praise for service, value, and restaurant, with only minor room decor complaints → 4 stars.",4,"High F (0.9) and S (0.9) from praise; A (0.7) positive; P (0.8) value; C (0.4) negative on room decor. Overall 0.83 maps to 5, but C override reduces to 4."
dBt9em8zuiBmi0afyDGPbw,4,3.0,The review mixes strong praise for the atmosphere with significant complaints about food and service.,3.0,"Severe negatives (bad soup, long wait, premature check) outweigh initial positives and ambiance → 3 stars.",2,Food (0.1) and Service (0.2) dragged down by cold soup and check timing; Ambiance (0.7) saved it. Overall 0.28 → 2 stars.
2zCYD1tuTkHvwlUS9QDk2A,3,5.0,Strong positive sentiment: enthusiastic recommendation for kids and trains.,5.0,"Highly positive for kids and trains, perfect for its niche. No negatives mentioned.",4,"Strong A (ambiance/experience) due to train displays and rides; neutral F, S, P, C not mentioned. Overall_score 0.60 → 4 stars."
ohJHvAieUmjf3WWWs7bfjA,3,3.0,"The review is mixed, noting promising aspects like decor and beer alongside negatives like smells and music.",,,3,"Ambiance (A) mixed: decor positive, music negative. Service (S) neutral (no interaction). Food (F) and Price (P) not evaluated. Overall score ~0.50 → 3 stars."
